node_id,scenario,peak_depth_m,arrival_h,cross_h,recede_h,duration_h,duration_thr_h,time_to_peak_h
power_howard_beach,syn_ts_173_2_0p8859,0.0550625436007976,2.4629990390557426,2.4629990390557426,3.7185497150552957,1.2555506759995532,1.2555506759995532,0.8861438132554951
power_howland_hook,syn_ts_173_2_0p8859,0.4646375179290771,1.2236588899640601,1.2236588899640601,5.044177816306147,3.8205189263420865,3.8205189263420865,2.1254839623471775
telecom_cluster_00066,syn_ts_173_2_0p8859,1.8933875560760496,0.0,0.0,6.784093952452893,6.784093952452893,6.784093952452893,3.3491428523112377
telecom_cluster_00072,syn_ts_173_2_0p8859,1.8076624870300293,0.0,0.0,6.784093952452893,6.784093952452893,6.784093952452893,3.3491428523112377
telecom_cluster_00073,syn_ts_173_2_0p8859,1.8076624870300293,0.0,0.0,6.784093952452893,6.784093952452893,6.784093952452893,3.3491428523112377
telecom_cluster_00238,syn_ts_173_2_0p8859,0.6456124782562256,0.8596213437951782,0.8596213437951782,5.415797424983889,4.5561760811887115,4.5561760811887115,2.4895215085160594
telecom_cluster_00274,syn_ts_173_2_0p8859,1.9029124975204468,0.0,0.0,6.784093952452893,6.784093952452893,6.784093952452893,3.3491428523112377
telecom_cluster_00275,syn_ts_173_2_0p8859,1.1790125370025637,0.0,0.0,6.448542009266387,6.448542009266387,6.448542009266387,3.3491428523112377
telecom_cluster_00292,syn_ts_173_2_0p8859,0.0931625440716743,2.2794135812848406,2.2794135812848406,3.9748544961156798,1.6954409148308391,1.6954409148308391,1.069729271026397
telecom_cluster_00293,syn_ts_173_2_0p8859,0.3408124446868896,1.4847297633327117,1.4847297633327117,4.755524103113614,3.2707943397809025,3.2707943397809025,1.864413088978526
telecom_cluster_00416,syn_ts_173_2_0p8859,2.2362875938415527,0.0,0.0,6.784093952452893,6.784093952452893,6.784093952452893,3.3491428523112377
telecom_cluster_00493,syn_ts_173_2_0p8859,0.5884624719619751,0.9724158086802895,0.9724158086802895,5.307249558132922,4.334833749452632,4.334833749452632,2.376727043630948
telecom_cluster_00586,syn_ts_173_2_0p8859,0.2646125555038452,1.6897974655906813,1.6897974655906813,4.559543380344236,2.8697459147535547,2.8697459147535547,1.6593453867205563
telecom_cluster_00616,syn_ts_173_2_0p8859,0.0550625436007976,2.4629990390557426,2.4629990390557426,3.7185497150552957,1.2555506759995532,1.2555506759995532,0.8861438132554951
telecom_cluster_00714,syn_ts_173_2_0p8859,0.2646125555038452,1.6897974655906813,1.6897974655906813,4.559543380344236,2.8697459147535547,2.8697459147535547,1.6593453867205563
telecom_cluster_00753,syn_ts_173_2_0p8859,0.2646125555038452,1.6897974655906813,1.6897974655906813,4.559543380344236,2.8697459147535547,2.8697459147535547,1.6593453867205563
telecom_cluster_00832,syn_ts_173_2_0p8859,0.4551124572753906,1.2437413808411995,1.2437413808411995,5.023365178561941,3.779623797720742,3.779623797720742,2.105401471470038
telecom_cluster_00833,syn_ts_173_2_0p8859,0.0741125419735908,2.371206319145477,2.371206319145477,3.8466845379563837,1.4754782188109066,1.4754782188109066,0.9779365331657606
telecom_cluster_00840,syn_ts_173_2_0p8859,3.522162675857544,0.0,0.0,6.784093952452893,6.784093952452893,6.784093952452893,3.3491428523112377
telecom_cluster_00879,syn_ts_173_2_0p8859,0.2550874948501587,1.7155648184024124,1.7155648184024124,4.535045598374403,2.8194807799719905,2.8194807799719905,1.6335780339088253
telecom_cluster_00887,syn_ts_173_2_0p8859,3.1697375774383545,0.0,0.0,6.784093952452893,6.784093952452893,6.784093952452893,3.3491428523112377
telecom_cluster_01096,syn_ts_173_2_0p8859,0.1407874971628189,2.089585083129891,2.089585083129891,4.195057286503541,2.10547220337365,2.10547220337365,1.2595577691813467
telecom_cluster_01183,syn_ts_173_2_0p8859,0.1503125578165054,2.0536427306351044,2.0536427306351044,4.22400991425979,2.170367183624686,2.170367183624686,1.2955001216761333
telecom_cluster_01202,syn_ts_173_2_0p8859,1.4076125621795654,0.0,0.0,6.784093952452893,6.784093952452893,6.784093952452893,3.3491428523112377
telecom_cluster_01237,syn_ts_173_2_0p8859,0.3693875074386596,1.4244825420403204,1.4244825420403204,4.829017142425256,3.4045346003849355,3.4045346003849355,1.9246603102709172
telecom_cluster_01703,syn_ts_173_2_0p8859,0.2074625641107559,1.8444005746893282,1.8444005746893282,4.397724593742097,2.553324019052768,2.553324019052768,1.5047422776219095
telecom_cluster_01704,syn_ts_173_2_0p8859,0.0264874808490276,2.6006884330526248,2.6006884330526248,3.5268436369566256,0.9261552039040009,0.9261552039040009,0.7484544192586129
telecom_cluster_01749,syn_ts_173_2_0p8859,1.7505124807357788,0.0,0.0,6.784093952452893,6.784093952452893,6.784093952452893,3.3491428523112377
telecom_cluster_01751,syn_ts_173_2_0p8859,0.1503125578165054,2.0536427306351044,2.0536427306351044,4.22400991425979,2.170367183624686,2.170367183624686,1.2955001216761333
telecom_cluster_01863,syn_ts_173_2_0p8859,0.3979624509811401,1.3642355720869555,1.3642355720869555,4.898490133527881,3.5342545614409255,3.5342545614409255,1.9849072802242822
telecom_cluster_01868,syn_ts_173_2_0p8859,1.5219124555587769,0.0,0.0,6.784093952452893,6.784093952452893,6.784093952452893,3.3491428523112377
telecom_cluster_01897,syn_ts_173_2_0p8859,0.7027624845504761,0.7468268789100668,0.7468268789100668,5.524345291834856,4.777518412924789,4.777518412924789,2.6023159734011707
telecom_cluster_01898,syn_ts_173_2_0p8859,0.7218124866485596,0.71490816772227,0.71490816772227,5.560527914118511,4.845619746396241,4.845619746396241,2.634234684588968
telecom_cluster_01929,syn_ts_173_2_0p8859,1.007562518119812,0.24228253745342374,0.24228253745342374,6.110298231601159,5.8680156941477355,5.8680156941477355,3.1068603148578138
telecom_cluster_01966,syn_ts_173_2_0p8859,1.86481249332428,0.0,0.0,6.784093952452893,6.784093952452893,6.784093952452893,3.3491428523112377
telecom_cluster_01967,syn_ts_173_2_0p8859,0.4836875200271606,1.1834941595488082,1.1834941595488082,5.0858028313175,3.902308671768692,3.902308671768692,2.1656486927624297
telecom_cluster_02179,syn_ts_173_2_0p8859,0.2074625641107559,1.8444005746893282,1.8444005746893282,4.397724593742097,2.553324019052768,2.553324019052768,1.5047422776219095
telecom_cluster_02221,syn_ts_173_2_0p8859,0.0455374829471111,2.5088956951919887,2.5088956951919887,3.6546474224362853,1.1457517272442965,1.1457517272442965,0.8402471571192489
telecom_cluster_02225,syn_ts_173_2_0p8859,0.6932375431060791,0.7656258387518413,0.7656258387518413,5.506254093903113,4.740628255151272,4.740628255151272,2.5835170135593963
telecom_cluster_02226,syn_ts_173_2_0p8859,1.464762568473816,0.0,0.0,6.784093952452893,6.784093952452893,6.784093952452893,3.3491428523112377
telecom_cluster_02268,syn_ts_173_2_0p8859,0.1407874971628189,2.089585083129891,2.089585083129891,4.195057286503541,2.10547220337365,2.10547220337365,1.2595577691813467
telecom_cluster_02479,syn_ts_173_2_0p8859,1.4076125621795654,0.0,0.0,6.784093952452893,6.784093952452893,6.784093952452893,3.3491428523112377
telecom_cluster_02525,syn_ts_173_2_0p8859,0.6551375389099121,0.8408221486752488,0.8408221486752488,5.433888849335801,4.593066700660552,4.593066700660552,2.508320703635989
telecom_cluster_02576,syn_ts_173_2_0p8859,0.0264874808490276,2.6006884330526248,2.6006884330526248,3.5268436369566256,0.9261552039040009,0.9261552039040009,0.7484544192586129
telecom_cluster_02635,syn_ts_173_2_0p8859,0.4551124572753906,1.2437413808411995,1.2437413808411995,5.023365178561941,3.779623797720742,3.779623797720742,2.105401471470038
telecom_cluster_02734,syn_ts_173_2_0p8859,0.2646125555038452,1.6897974655906813,1.6897974655906813,4.559543380344236,2.8697459147535547,2.8697459147535547,1.6593453867205563
telecom_cluster_02741,syn_ts_173_2_0p8859,0.0550625436007976,2.4629990390557426,2.4629990390557426,3.7185497150552957,1.2555506759995532,1.2555506759995532,0.8861438132554951
telecom_cluster_02763,syn_ts_173_2_0p8859,0.2646125555038452,1.6897974655906813,1.6897974655906813,4.559543380344236,2.8697459147535547,2.8697459147535547,1.6593453867205563
telecom_cluster_02764,syn_ts_173_2_0p8859,0.2646125555038452,1.6897974655906813,1.6897974655906813,4.559543380344236,2.8697459147535547,2.8697459147535547,1.6593453867205563
telecom_cluster_02793,syn_ts_173_2_0p8859,0.3027124404907226,1.5867290218046268,1.5867290218046268,4.657533588429996,3.0708045666253696,3.0708045666253696,1.7624138305066108
telecom_cluster_02794,syn_ts_173_2_0p8859,0.1407874971628189,2.089585083129891,2.089585083129891,4.195057286503541,2.10547220337365,2.10547220337365,1.2595577691813467
telecom_cluster_02812,syn_ts_173_2_0p8859,0.2646125555038452,1.6897974655906813,1.6897974655906813,4.559543380344236,2.8697459147535547,2.8697459147535547,1.6593453867205563
telecom_cluster_02813,syn_ts_173_2_0p8859,0.2646125555038452,1.6897974655906813,1.6897974655906813,4.559543380344236,2.8697459147535547,2.8697459147535547,1.6593453867205563
telecom_cluster_02839,syn_ts_173_2_0p8859,0.2074625641107559,1.8444005746893282,1.8444005746893282,4.397724593742097,2.553324019052768,2.553324019052768,1.5047422776219095
telecom_cluster_02844,syn_ts_173_2_0p8859,0.6456124782562256,0.8596213437951782,0.8596213437951782,5.415797424983889,4.5561760811887115,4.5561760811887115,2.4895215085160594
telecom_cluster_02863,syn_ts_173_2_0p8859,0.2646125555038452,1.6897974655906813,1.6897974655906813,4.559543380344236,2.8697459147535547,2.8697459147535547,1.6593453867205563
telecom_cluster_02891,syn_ts_173_2_0p8859,0.1312625557184219,2.125526985794229,2.125526985794229,4.166105021099021,2.040578035304792,2.040578035304792,1.2236158665170085
telecom_cluster_02918,syn_ts_173_2_0p8859,0.2646125555038452,1.6897974655906813,1.6897974655906813,4.559543380344236,2.8697459147535547,2.8697459147535547,1.6593453867205563
telecom_cluster_02947,syn_ts_173_2_0p8859,0.2265125662088394,1.7928661915528228,1.7928661915528228,4.455629486902865,2.662763295350042,2.662763295350042,1.5562766607584149
telecom_cluster_02980,syn_ts_173_2_0p8859,0.2646125555038452,1.6897974655906813,1.6897974655906813,4.559543380344236,2.8697459147535547,2.8697459147535547,1.6593453867205563
telecom_cluster_03010,syn_ts_173_2_0p8859,0.5979875326156616,0.9536166135603602,0.9536166135603602,5.325340982484835,4.3717243689244745,4.3717243689244745,2.3955262387508776
telecom_cluster_03042,syn_ts_173_2_0p8859,0.5313124656677246,1.085210273565401,1.085210273565401,5.189865238607356,4.104654965041956,4.104654965041956,2.2639325787458366
telecom_cluster_03043,syn_ts_173_2_0p8859,0.1884125620126724,1.9098742203168544,1.9098742203168544,4.3398197005813275,2.429945480264473,2.429945480264473,1.4392686319943833
telecom_cluster_03071,syn_ts_173_2_0p8859,0.0264874808490276,2.6006884330526248,2.6006884330526248,3.5268436369566256,0.9261552039040009,0.9261552039040009,0.7484544192586129
telecom_cluster_03146,syn_ts_173_2_0p8859,0.0836374834179878,2.325310237421087,2.325310237421087,3.9107691160111506,1.5854588785900638,1.5854588785900638,1.0238326148901509
telecom_cluster_03197,syn_ts_173_2_0p8859,0.8456374406814575,0.5101484762325492,0.5101484762325492,5.797250750236808,5.287102274004258,5.287102274004258,2.8389943760786887
telecom_cluster_03207,syn_ts_173_2_0p8859,1.312362551689148,0.0,0.0,6.7118304101413315,6.7118304101413315,6.7118304101413315,3.3491428523112377
telecom_cluster_03214,syn_ts_173_2_0p8859,0.2169875055551529,1.8186335443645538,1.8186335443645538,4.426676859146617,2.608043314782063,2.608043314782063,1.5305093079466838
telecom_cluster_03250,syn_ts_173_2_0p8859,3.674562454223633,0.0,0.0,6.784093952452893,6.784093952452893,6.784093952452893,3.3491428523112377
telecom_cluster_03261,syn_ts_173_2_0p8859,0.2550874948501587,1.7155648184024124,1.7155648184024124,4.535045598374403,2.8194807799719905,2.8194807799719905,1.6335780339088253
